AnimationName,Timestamp,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
Walkforward1,2.562706,,-0.258998,0.1150329,0.09007833,0.1597411,0.07916763,-0.1857176,0.04096121,1.452759,0.1476307,0.4035667,-0.02110936,0.9648696,-0.001505762,-0.05345754,-0.4068241,-0.03157295,-0.00820756,-0.03988892
Walkforward1,2.579686,,-0.2490604,0.1151792,0.1125715,0.1598217,0.07808872,-0.1959558,0.0401018,1.452387,0.1472757,0.4968822,0.007315725,1.124656,0.004028529,-0.05394556,-0.511907,-0.04297029,-0.01861453,-0.01775026
Walkforward1,2.596712,,-0.2387066,0.1165187,0.136163,0.1598403,0.07707658,-0.2068878,0.03919104,1.451873,0.1470716,0.5176902,0.06697364,1.179579,0.0009305775,-0.05060695,-0.5466029,-0.04553795,-0.02568364,-0.01020357
Walkforward1,2.61366,,-0.2304834,0.117746,0.1531644,0.1600616,0.07671278,-0.2156756,0.03831502,1.451357,0.147463,0.4111581,0.06136671,0.8500665,0.01106858,-0.01818985,-0.4393905,-0.04380103,-0.02579689,0.01956597
Walkforward1,2.630664,,-0.2230439,0.1193544,0.1686588,0.1602995,0.07654539,-0.2239836,0.03746292,1.450804,0.1480082,0.3719769,0.0804171,0.7747226,0.01189038,-0.008369237,-0.4154004,-0.04260484,-0.02764463,0.02726391
Walkforward1,2.668825,,-0.2085476,0.1221708,0.1952656,0.1609625,0.07758729,-0.2437838,0.03508836,1.449678,0.1501831,0.7248163,0.1408216,1.330338,0.0331521,0.05209483,-0.9900108,-0.1187282,-0.05632043,0.1087442
Walkforward1,2.685774,,-0.2023449,0.1230803,0.205812,0.1617028,0.07892517,-0.255831,0.0335614,1.449179,0.1515726,0.3101334,0.04547648,0.5273201,0.03701374,0.06689392,-0.6023579,-0.07634796,-0.02496243,0.06947443
Walkforward1,2.702724,,-0.1963283,0.1241247,0.2155502,0.1622318,0.08055142,-0.2670999,0.0320498,1.448635,0.1529144,0.3008313,0.05222,0.4869103,0.02645403,0.08131266,-0.5634472,-0.07558018,-0.0271976,0.06709173
Walkforward1,2.719673,,-0.1913827,0.1248559,0.2214437,0.1624063,0.0825967,-0.2746003,0.03056328,1.448156,0.1539211,0.2472803,0.03655553,0.2946779,0.008720905,0.1022637,-0.375019,-0.07432569,-0.02396107,0.05033463
Walkforward1,2.736656,,-0.1863795,0.1255631,0.2266851,0.1625583,0.08476983,-0.2819358,0.02901402,1.447659,0.1549376,0.250157,0.03536306,0.2620682,0.007604063,0.1086567,-0.3667727,-0.07746304,-0.0248313,0.0508219
Walkforward1,2.753647,,-0.1813597,0.1258879,0.2293288,0.1628036,0.08726874,-0.2886948,0.02721178,1.447174,0.1559526,0.2509892,0.01623854,0.132183,0.01226142,0.1249455,-0.3379494,-0.09011235,-0.02425909,0.05075037
Walkforward1,2.787647,,-0.1712921,0.124733,0.2280569,0.1618233,0.09282627,-0.3053002,0.02310533,1.446231,0.1591642,0.5033836,-0.05774461,-0.06359145,-0.04901141,0.2778765,-0.8302718,-0.2053221,-0.04712343,0.1605809
Walkforward1,2.809105,,-0.1657131,0.1241445,0.2251006,0.1616414,0.09631848,-0.3166304,0.02005691,1.445565,0.1612824,0.278949,-0.02942234,-0.1478188,-0.009097159,0.1746107,-0.5665094,-0.1524214,-0.03334284,0.1059107
Walkforward1,2.826055,,-0.1621535,0.1245909,0.2232519,0.1626159,0.09878412,-0.3252208,0.01737388,1.444954,0.1625567,0.177978,0.02231598,-0.09243414,0.0487268,0.1232818,-0.42952,-0.1341513,-0.03051758,0.06371588
Walkforward1,2.843004,,-0.1604038,0.126028,0.2204993,0.161665,0.1002855,-0.3335768,0.0157612,1.444195,0.164453,0.08748397,0.07185899,-0.1376271,-0.04754812,0.07506907,-0.4178017,-0.08063428,-0.0379622,0.09481236
Walkforward1,2.860625,,-0.1598077,0.1282682,0.2168684,0.1591357,0.1011486,-0.3421072,0.01492034,1.443279,0.1669152,0.02980828,0.1120076,-0.1815468,-0.1264662,0.04315265,-0.4265174,-0.04204265,-0.04578233,0.1231097
Walkforward1,2.877637,,-0.1571746,0.1308204,0.2103642,0.1559706,0.1036268,-0.3547569,0.01469061,1.441612,0.1714006,0.1316525,0.1276098,-0.3252096,-0.1582503,0.1239114,-0.6324843,-0.01148689,-0.0833571,0.2242722
Walkforward1,2.894585,,-0.153558,0.1338081,0.2021173,0.1522115,0.1072473,-0.3696778,0.01483135,1.439454,0.1770112,0.1808316,0.1493864,-0.4123449,-0.1879558,0.1810241,-0.746046,0.007037073,-0.1079261,0.2805308
Walkforward1,2.928574,,-0.1492986,0.1356316,0.1880188,0.1491818,0.115317,-0.39092,0.0150465,1.437635,0.1831629,0.2129696,0.09117573,-0.7049263,-0.1514889,0.4034851,-1.062109,0.01075775,-0.09093881,0.3075853
Walkforward1,2.94554,,-0.147963,0.1362965,0.1816621,0.1488157,0.1193046,-0.3997746,0.01512893,1.437256,0.1849609,0.06678253,0.03324449,-0.3178328,-0.01830235,0.1993801,-0.4427299,0.004121428,-0.0189364,0.08989647
Walkforward1,2.969022,,-0.1463497,0.1374091,0.1726957,0.14866,0.1252999,-0.4118663,0.01504618,1.436839,0.1871542,0.0806652,0.05563051,-0.4483216,-0.007784367,0.2997659,-0.6045863,-0.00413754,-0.0208497,0.1096688
Walkforward1,2.985974,,-0.1444117,0.1378616,0.1635174,0.1488219,0.1326271,-0.4230539,0.0136775,1.436356,0.1896025,0.09689778,0.02262443,-0.458917,0.008092821,0.3663585,-0.5593821,-0.06843381,-0.02416372,0.1224138
Walkforward1,3.002922,,-0.1428576,0.1384909,0.1547077,0.1490259,0.1397955,-0.4332954,0.01236992,1.435894,0.1918498,0.07770509,0.0314638,-0.4404835,0.01020059,0.3584199,-0.5120724,-0.06537899,-0.02308488,0.1123644
Walkforward1,3.019871,,-0.1423504,0.1382691,0.1473312,0.1497313,0.1453279,-0.4395988,0.01126778,1.435772,0.1931628,0.02536103,-0.01109168,-0.3688231,0.0352703,0.2766244,-0.3151715,-0.0551071,-0.006091595,0.06565005
Walkforward1,3.03682,,-0.1420244,0.1380221,0.139928,0.1507081,0.150868,-0.4453391,0.01009017,1.435723,0.1943129,0.01629815,-0.01235083,-0.3701612,0.04884005,0.2770044,-0.2870128,-0.05888045,-0.002455711,0.05750656
Walkforward1,3.05377,,-0.1421066,0.1370824,0.1322186,0.1527297,0.1562011,-0.4490901,0.008609588,1.436026,0.1948444,-0.00410974,-0.04698411,-0.3854685,0.101079,0.266654,-0.1875505,-0.07402925,0.01511574,0.02657324
Walkforward1,3.08767,,-0.1419646,0.1345601,0.1131667,0.1588019,0.1692282,-0.4550213,0.004502291,1.437142,0.1953891,0.007101893,-0.1261152,-0.9525966,0.3036104,0.6513521,-0.2965614,-0.2053649,0.05580187,0.02723411
Walkforward1,3.104618,,-0.1419247,0.1333377,0.1033243,0.1622805,0.1758018,-0.4563273,0.002281342,1.437886,0.1952378,0.00199452,-0.06111637,-0.4921176,0.1739316,0.3286824,-0.06530136,-0.1110475,0.03719926,-0.007562339
Walkforward1,3.125116,,-0.142174,0.1321521,0.09391735,0.1661786,0.1813151,-0.4546184,0.0001858925,1.438957,0.194227,-0.01246706,-0.05928278,-0.4703496,0.1949027,0.2756633,0.08544624,-0.1047725,0.05359054,-0.05054474
Walkforward1,3.142399,,-0.1434302,0.1310168,0.08651144,0.1699043,0.1847851,-0.4510115,-0.001593689,1.439966,0.1930213,-0.06281137,-0.05676374,-0.3702957,0.1862861,0.1735024,0.1803458,-0.08897907,0.05043745,-0.0602819
Walkforward1,3.159348,,-0.1455542,0.1297431,0.07968195,0.1737161,0.1870946,-0.4454605,-0.003343366,1.441044,0.1915183,-0.1061991,-0.06368607,-0.3414747,0.1905918,0.1154743,0.2775475,-0.08748385,0.0539124,-0.07515252
Walkforward1,3.176461,,-0.1478768,0.1278497,0.07029711,0.1780352,0.1888592,-0.437279,-0.005390082,1.442311,0.189966,-0.11613,-0.09467155,-0.4692417,0.2159551,0.08822903,0.4090771,-0.1023358,0.06331205,-0.07761121
Walkforward1,3.193469,,-0.1502573,0.125594,0.0590996,0.1825316,0.1902336,-0.4271324,-0.007654695,1.443654,0.1883375,-0.119023,-0.1127824,-0.559876,0.2248161,0.06871894,0.5073279,-0.1132307,0.06715655,-0.0814274
Walkforward1,3.227365,,-0.1562147,0.1206894,0.04291517,0.1899962,0.1891318,-0.4044366,-0.01109229,1.446031,0.184638,-0.2978712,-0.245231,-0.8092211,0.3732324,-0.05508661,1.134794,-0.1718797,0.1188457,-0.1849741
Walkforward1,3.244463,,-0.1586279,0.1185927,0.03465513,0.1937463,0.187519,-0.3912815,-0.01247268,1.447218,0.1824367,-0.1206569,-0.1048356,-0.4130023,0.1875028,-0.08063912,0.6577507,-0.0690193,0.05936027,-0.110063
Walkforward1,3.26141,,-0.1605595,0.1167666,0.02600864,0.1975089,0.1858149,-0.3775308,-0.01371519,1.448375,0.1801009,-0.09658486,-0.09130575,-0.4323245,0.1881339,-0.08520856,0.6875366,-0.06212592,0.05784035,-0.1167946
Walkforward1,3.28223,,-0.1642316,0.1136989,0.008412197,0.204208,0.1832672,-0.3550273,-0.01533321,1.450099,0.1770188,-0.1836009,-0.153384,-0.879822,0.3349543,-0.1273818,1.125178,-0.08090097,0.08621216,-0.1541026
Walkforward1,3.299182,,-0.1659873,0.1114821,-0.0007784847,0.2097638,0.1813826,-0.3357233,-0.01677959,1.451254,0.1737261,-0.0877887,-0.1108404,-0.4595341,0.2777912,-0.0942342,0.9652004,-0.07231878,0.05777478,-0.1646362
Walkforward1,3.31641,,-0.1679429,0.109547,-0.008770445,0.2137861,0.1781439,-0.3183244,-0.01744174,1.452362,0.1705673,-0.09777918,-0.09675212,-0.399598,0.2011113,-0.1619324,0.8699417,-0.03310749,0.0553906,-0.1579374
Walkforward1,3.333355,,-0.169745,0.10767,-0.0166215,0.217388,0.1753045,-0.3011983,-0.01802414,1.453372,0.1674598,-0.09010509,-0.09385012,-0.3925528,0.1800947,-0.1419686,0.8563057,-0.02911985,0.05047321,-0.1553744
Walkforward1,3.367321,,-0.1732912,0.1031112,-0.0329118,0.2247281,0.167986,-0.2637125,-0.01884761,1.455515,0.1607254,-0.1773067,-0.2279419,-0.8145148,0.3670089,-0.3659248,1.874292,-0.04117396,0.107187,-0.33672
Walkforward1,3.384302,,-0.1750753,0.0997344,-0.04420775,0.2296183,0.1627943,-0.2382619,-0.01949397,1.456682,0.1569147,-0.08920506,-0.1688391,-0.5647976,0.2445057,-0.2595857,1.272528,-0.03231801,0.05834103,-0.1905389
Walkforward1,3.401279,,-0.1765425,0.09649017,-0.05533725,0.2338274,0.1584776,-0.2129364,-0.02005976,1.457694,0.1531335,-0.07336363,-0.1622114,-0.5564749,0.210458,-0.2158359,1.266276,-0.0282892,0.05059242,-0.1890592
Walkforward1,3.418274,,-0.1777659,0.09409051,-0.06331605,0.2372371,0.1546863,-0.1926357,-0.0203733,1.45857,0.1496875,-0.06116703,-0.119983,-0.3989401,0.1704864,-0.1895651,1.015033,-0.01567723,0.04377365,-0.1722969
Walkforward1,3.439604,,-0.1793117,0.09098355,-0.07308052,0.2411261,0.1502923,-0.1669738,-0.02072221,1.459533,0.1455534,-0.07729232,-0.155348,-0.4882239,0.194449,-0.2197005,1.283097,-0.01744535,0.04815459,-0.2067089
Walkforward1,3.456553,,-0.1808382,0.0882997,-0.08031049,0.2440611,0.1466143,-0.1465406,-0.02097741,1.460191,0.1426341,-0.07632598,-0.1341928,-0.3614984,0.1467489,-0.1839019,1.021659,-0.01276014,0.03291368,-0.1459636
Walkforward1,3.473503,,-0.1821652,0.08508915,-0.08928159,0.246766,0.142189,-0.1232676,-0.02146158,1.461093,0.1392566,-0.06634668,-0.1605272,-0.4485548,0.1352474,-0.2212644,1.163651,-0.02420833,0.04512072,-0.1688756
Walkforward1,3.507402,,-0.1844343,0.07793527,-0.1111878,0.2495081,0.1319159,-0.07250989,-0.02256301,1.463327,0.1321416,-0.1134582,-0.3576942,-1.095313,0.1371041,-0.513652,2.537885,-0.05507143,0.1116633,-0.3557496
Walkforward1,3.524392,,-0.1855721,0.075117,-0.1203097,0.2485306,0.127594,-0.05327884,-0.02235441,1.464007,0.1302323,-0.05688965,-0.1409136,-0.4560918,-0.04887655,-0.2160981,0.9615526,0.01042997,0.03404021,-0.09546354
Walkforward1,3.541341,,-0.1861874,0.07263432,-0.1295753,0.2469759,0.1236989,-0.03350428,-0.02220308,1.464425,0.1288568,-0.03076568,-0.1241341,-0.4632831,-0.07773638,-0.1947556,0.988728,0.007566623,0.02086163,-0.06877556
Walkforward1,3.558288,,-0.1861847,0.07056123,-0.1387369,0.244662,0.1200959,-0.01580264,-0.02211606,1.464648,0.1283324,0.0001393259,-0.1036543,-0.4580781,-0.1156956,-0.1801454,0.8850819,0.004350767,0.01116991,-0.02622157
Walkforward1,3.575237,,-0.1861057,0.06875833,-0.1488829,0.2418173,0.1165347,0.004986188,-0.02201639,1.464623,0.1281511,0.003945827,-0.09014495,-0.5072981,-0.1422353,-0.1780599,1.039442,0.004983507,-0.001251698,-0.009064376
Walkforward1,3.596844,,-0.1859011,0.06688742,-0.1630189,0.2371104,0.1126835,0.03548275,-0.02185209,1.464217,0.1283507,0.01023263,-0.09354539,-0.7068038,-0.2353407,-0.1925625,1.524828,0.008215196,-0.02031922,0.009979308
Walkforward1,3.614181,,-0.1854553,0.06622186,-0.1720174,0.233636,0.1108437,0.05369719,-0.02180694,1.463803,0.128983,0.02228841,-0.03327802,-0.4499219,-0.1737222,-0.09198897,0.9107221,0.002257433,-0.02065897,0.03161579
Walkforward1,3.648183,,-0.1841697,0.06553514,-0.189803,0.2255303,0.10888,0.0856322,-0.02157452,1.462807,0.1310251,0.06428286,-0.03433637,-0.8892819,-0.4052825,-0.09818785,1.59675,0.01162086,-0.04980564,0.1021072
Walkforward1,3.665256,,-0.1833095,0.06547915,-0.1994598,0.2204835,0.1085414,0.100926,-0.0213443,1.462198,0.1324371,0.04300848,-0.002799183,-0.4828371,-0.2523422,-0.01692735,0.7646896,0.01151115,-0.03048778,0.07060021
Walkforward1,3.682265,,-0.1819162,0.06580903,-0.212936,0.2137807,0.1081295,0.1180445,-0.02124561,1.46143,0.1347134,0.06966293,0.0164941,-0.6738104,-0.335139,-0.0205934,0.8559253,0.004934613,-0.03837347,0.1138136
Walkforward1,3.699265,,-0.1803571,0.06699938,-0.2265564,0.2064614,0.1081245,0.1352574,-0.02115832,1.460506,0.1370539,0.07795841,0.05951747,-0.6810218,-0.3659666,-0.000250712,0.8606442,0.00436455,-0.04620552,0.1170233
Walkforward1,3.71626,,-0.1778768,0.06973387,-0.2410639,0.199531,0.1084183,0.1453376,-0.02128588,1.459385,0.1398939,0.1240119,0.1367241,-0.7253736,-0.3465168,0.01469068,0.5040124,-0.006378256,-0.05605817,0.1420006
Walkforward1,3.733233,,-0.1752968,0.07389288,-0.2551459,0.1924939,0.1086765,0.1549975,-0.02142403,1.458071,0.1427099,0.1290038,0.2079509,-0.704103,-0.3518552,0.0129059,0.4829921,-0.006907713,-0.06570816,0.1407996
Walkforward1,3.755967,,-0.1746397,0.07771145,-0.2679101,0.1836671,0.1111316,0.1640338,-0.02079724,1.456884,0.1439083,0.03285035,0.1909282,-0.6382063,-0.4413411,0.1227587,0.4518174,0.03133966,-0.0593245,0.0599198
Walkforward1,3.773233,,-0.1738171,0.08088698,-0.2775771,0.1766803,0.1127418,0.1702109,-0.02012764,1.456002,0.1449187,0.04113168,0.1587767,-0.4833519,-0.3493406,0.08051023,0.3088541,0.03348012,-0.04411936,0.05051866
Walkforward1,3.807168,,-0.17199,0.08795667,-0.2960807,0.163262,0.1139267,0.1784834,-0.01825368,1.454566,0.1473415,0.0913538,0.3534842,-0.9251803,-0.6709158,0.05924404,0.4136227,0.09369804,-0.07176399,0.121145
Walkforward1,3.824256,,-0.172456,0.09162606,-0.3044049,0.1587968,0.1127243,0.1791122,-0.01742681,1.454222,0.1487485,-0.02329648,0.1834694,-0.4162118,-0.2232604,-0.06011911,0.03144369,0.04134327,-0.01721382,0.07034913
Walkforward1,3.841238,,-0.1721924,0.09514002,-0.3122694,0.1548152,0.11203,0.1780257,-0.01685431,1.453883,0.1500494,0.0131771,0.1756981,-0.3932223,-0.199081,-0.03471635,-0.05432591,0.02862504,-0.01695156,0.06504208
Walkforward1,3.858208,,-0.1711356,0.09846869,-0.3196656,0.1513628,0.1119882,0.1749906,-0.01656553,1.453551,0.1512334,0.05283877,0.1664337,-0.3698081,-0.1726203,-0.002091005,-0.1517557,0.01443913,-0.01659393,0.05920082
Walkforward1,3.875156,,-0.1706147,0.1013018,-0.3260032,0.1478398,0.1119584,0.1719507,-0.01614646,1.453437,0.1519389,0.02604499,0.1416553,-0.3168806,-0.1761481,-0.001490861,-0.1519956,0.02095345,-0.005704165,0.03527626
Walkforward1,3.892201,,-0.1706094,0.1036288,-0.3313544,0.1440832,0.1119875,0.168979,-0.01558584,1.453538,0.1521663,0.0002667308,0.116349,-0.2675623,-0.1878306,0.001455471,-0.1485839,0.02803123,0.005054474,0.01136884
Walkforward1,3.912801,,-0.1725073,0.1084009,-0.3421451,0.1366774,0.1125289,0.16413,-0.01222342,1.453674,0.1519703,-0.09489655,0.2386063,-0.5395368,-0.3702916,0.02707094,-0.2424501,0.1681206,0.006771088,-0.009799004
Walkforward1,3.94719,,-0.17624,0.1180119,-0.3633437,0.1253904,0.1159079,0.1537146,-0.00484009,1.453224,0.1526582,-0.1866303,0.4805509,-1.05993,-0.5643465,0.1689479,-0.5207717,0.3691667,-0.02250671,0.03439263
Walkforward1,3.964201,,-0.1775776,0.1223814,-0.372981,0.1222195,0.11881,0.1479227,-0.00184292,1.452558,0.1540916,-0.06688163,0.218476,-0.4818633,-0.1585472,0.1451068,-0.2895944,0.1498585,-0.03329515,0.07167384
Walkforward1,3.981219,,-0.1809108,0.1273333,-0.3845731,0.117714,0.1214349,0.1392313,0.002204374,1.451684,0.1568898,-0.1666598,0.2475906,-0.5796045,-0.2252717,0.1312453,-0.4345678,0.2023647,-0.04370809,0.1399092
Walkforward1,3.998155,,-0.1842448,0.1325853,-0.3964198,0.1134872,0.1243954,0.1302629,0.006365241,1.450706,0.1598976,-0.1667,0.2626047,-0.5923331,-0.2113406,0.1480259,-0.4484192,0.2080434,-0.04889965,0.150387
Walkforward1,4.015152,,-0.1887249,0.1372339,-0.4047245,0.1118469,0.1259524,0.1237712,0.009517172,1.44989,0.1625061,-0.2240077,0.2324298,-0.4152358,-0.08201562,0.07785,-0.3245875,0.1575965,-0.04076958,0.1304261
Walkforward1,4.032101,,-0.1932367,0.1418903,-0.4125275,0.1104676,0.1274941,0.1177051,0.01253706,1.449065,0.165035,-0.2255887,0.2328165,-0.3901511,-0.06896369,0.07708296,-0.3033068,0.1509946,-0.04123449,0.126446
Walkforward1,4.04921,,-0.19825,0.1463128,-0.4199833,0.1095357,0.1286184,0.1117541,0.01544193,1.44844,0.1675206,-0.2506629,0.221128,-0.3727883,-0.04659854,0.05621687,-0.2975483,0.1452433,-0.03129244,0.1242802
Walkforward1,4.087401,,-0.2124046,0.1554879,-0.4341771,0.1078786,0.132222,0.09528787,0.02356187,1.446833,0.1734605,-0.7077307,0.4587531,-0.7096916,-0.08285232,0.1801811,-0.8233108,0.405997,-0.08032918,0.2969943
Walkforward1,4.104351,,-0.2195109,0.1590277,-0.4390776,0.1072498,0.1341609,0.08743253,0.02754676,1.445979,0.1760486,-0.3553137,0.1769893,-0.2450228,-0.03144145,0.09694397,-0.392767,0.1992444,-0.04268289,0.1294039
Walkforward1,4.1213,,-0.2255902,0.1619896,-0.4427265,0.1066892,0.1357197,0.08127341,0.03094404,1.445156,0.178266,-0.3039673,0.1480944,-0.1824483,-0.02802871,0.0779368,-0.307956,0.1698641,-0.04115105,0.1108728
Walkforward1,4.13825,,-0.2318634,0.1643954,-0.4454676,0.1061065,0.1373419,0.07489184,0.03431694,1.4445,0.180171,-0.3136605,0.1202904,-0.1370549,-0.02913587,0.08111149,-0.319079,0.1686451,-0.03280044,0.09524673
Walkforward1,4.155207,,-0.2385604,0.1654676,-0.4459831,0.1055621,0.1389612,0.06785654,0.03761631,1.444295,0.1813474,-0.3348492,0.05361065,-0.02577603,-0.02721883,0.08096322,-0.351765,0.1649683,-0.01024604,0.05882308
Walkforward1,4.189188,,-0.2547446,0.1701452,-0.4460463,0.1037923,0.1413896,0.0512195,0.04501417,1.44415,0.1831106,-0.8092113,0.2338789,-0.003156066,-0.08849129,0.1214221,-0.8318515,0.369893,-0.007283688,0.08815825
Walkforward1,4.206178,,-0.2624025,0.1731842,-0.4450998,0.1030061,0.1420696,0.04295054,0.04830491,1.44421,0.1835809,-0.3828928,0.1519501,0.0473246,-0.03930815,0.03399998,-0.4134484,0.164537,0.003004074,0.02351329
Walkforward1,4.206178,,-0.2624025,0.1731842,-0.4450998,0.1030061,0.1420696,0.04295054,0.04830491,1.44421,0.1835809,0,0,0,0,0,0,0,0,0
Walkforward1,4.247428,,-0.2772696,0.1787178,-0.4386145,0.1033868,0.1419112,0.02638993,0.05351589,1.445027,0.1830667,-0.7433578,0.2766818,0.3242657,0.019034,-0.007917732,-0.8280302,0.260549,0.04085302,-0.02570674
Walkforward1,4.264379,,-0.2834198,0.1806706,-0.4339557,0.104268,0.1415914,0.0199835,0.05547796,1.445514,0.182324,-0.3075063,0.09764135,0.2329379,0.04405752,-0.01599342,-0.3203218,0.09810366,0.02436042,-0.03713444
Walkforward1,4.281326,,-0.2915949,0.1817679,-0.4242797,0.1061284,0.1400861,0.01164108,0.05821979,1.446376,0.1809517,-0.4087567,0.05486533,0.4838005,0.09302236,-0.07526129,-0.4171211,0.1370916,0.04310608,-0.06861761
Walkforward1,4.298276,,-0.2998849,0.1835879,-0.4132996,0.1081293,0.1383707,0.002891505,0.06108202,1.447166,0.1794263,-0.4145026,0.09099841,0.5490035,0.100043,-0.08577183,-0.4374786,0.1431115,0.03951192,-0.07626712
Walkforward1,4.315225,,-0.3062655,0.1843498,-0.4019879,0.1094725,0.1368086,-0.005225744,0.06351932,1.447853,0.1780069,-0.3190279,0.03809556,0.5655855,0.06715842,-0.07810742,-0.4058624,0.1218649,0.03430843,-0.07097423
Walkforward1,4.34913,,-0.3190147,0.1851339,-0.3768052,0.1113186,0.1331125,-0.02213422,0.0684922,1.448999,0.1752544,-0.6374583,0.03920421,1.259135,0.09230822,-0.1848049,-0.8454238,0.2486441,0.05732775,-0.1376234
Walkforward1,4.366138,,-0.3256727,0.1851368,-0.3628563,0.1118158,0.1309361,-0.03108325,0.07109851,1.44947,0.1739181,-0.3329039,0.0001460314,0.6974459,0.02485849,-0.108818,-0.4474515,0.1303151,0.02352595,-0.06681308
Walkforward1,4.366138,,-0.3256727,0.1851368,-0.3628563,0.1118158,0.1309361,-0.03108325,0.07109851,1.44947,0.1739181,0,0,0,0,0,0,0,0,0
Walkforward1,4.40619,,-0.3402395,0.181861,-0.3210977,0.1114777,0.1254475,-0.05426852,0.07783867,1.450319,0.1703243,-0.7283375,-0.1637913,2.087928,-0.01690537,-0.274431,-1.159263,0.337008,0.04247427,-0.1796909
Walkforward1,4.423139,,-0.3454324,0.1787835,-0.2965348,0.1114104,0.1229045,-0.06741183,0.08039105,1.45079,0.1681094,-0.2596453,-0.1538761,1.228146,-0.003362074,-0.1271512,-0.6571654,0.1276191,0.02352595,-0.1107469
Walkforward1,4.440087,,-0.3491222,0.1758041,-0.2733357,0.111051,0.1202868,-0.07896742,0.08241314,1.451208,0.165898,-0.1844913,-0.1489706,1.159957,-0.01797304,-0.1308821,-0.5777799,0.1011048,0.02090931,-0.1105674
Walkforward1,4.457036,,-0.3513653,0.1723867,-0.2523548,0.1105661,0.1175132,-0.08802315,0.08368106,1.451669,0.1637282,-0.1121536,-0.1708694,1.049045,-0.0242427,-0.1386825,-0.4527863,0.06339587,0.02303123,-0.1084909
Walkforward1,4.474046,,-0.3527101,0.1677846,-0.2278681,0.1101782,0.1143363,-0.09837893,0.08469426,1.45225,0.1611549,-0.06724,-0.2301052,1.224332,-0.01939796,-0.1588427,-0.5177889,0.05065985,0.02908707,-0.1286648
Walkforward1,4.508064,,-0.3522524,0.1566181,-0.1725794,0.109077,0.1071056,-0.1209108,0.08597457,1.453654,0.1551678,0.02288371,-0.5583249,2.764438,-0.05505979,-0.3615361,-1.126592,0.06401539,0.07018447,-0.2993539
Walkforward1,4.525063,,-0.3515506,0.1518625,-0.1496186,0.1078399,0.1034995,-0.128829,0.08653082,1.454368,0.152363,0.03509074,-0.2377771,1.148041,-0.06185509,-0.1803044,-0.3959097,0.02781264,0.03567934,-0.1402438
Walkforward1,4.545763,,-0.3495106,0.1463746,-0.1216342,0.1062222,0.0994017,-0.1387064,0.08710976,1.455126,0.1491044,0.1019999,-0.2743967,1.39922,-0.08088574,-0.2048902,-0.4938744,0.028947,0.03792644,-0.16293
Walkforward1,4.563006,,-0.3469642,0.1422636,-0.09821888,0.1047672,0.09618546,-0.1470689,0.08752503,1.455664,0.1464795,0.12732,-0.2055503,1.170764,-0.07274561,-0.1608118,-0.4181236,0.02076365,0.02689958,-0.131242
Walkforward1,4.580039,,-0.3415223,0.1370376,-0.06975154,0.1024642,0.09238545,-0.1577571,0.08779625,1.456248,0.1437833,0.2720967,-0.2613001,1.423367,-0.1151498,-0.1900006,-0.5344078,0.0135608,0.02920032,-0.1348108
Walkforward1,4.59699,,-0.3346274,0.1326085,-0.03971608,0.09986974,0.08858567,-0.169061,0.08798943,1.456714,0.1410839,0.3447458,-0.2214558,1.501773,-0.129725,-0.1899891,-0.5651944,0.009658933,0.02327561,-0.1349695
Walkforward1,4.614001,,-0.3278678,0.1293968,-0.01740128,0.09747723,0.08573429,-0.1774046,0.08804943,1.45713,0.1390426,0.3379792,-0.1605861,1.11574,-0.1196254,-0.1425687,-0.4171826,0.003000349,0.02084374,-0.102064
Walkforward1,4.647971,,-0.3125509,0.1253493,0.02766685,0.09297505,0.08126113,-0.1933637,0.08796903,1.457695,0.1348571,0.7658437,-0.2023734,2.253407,-0.2251092,-0.2236582,-0.7979565,-0.004020333,0.02822876,-0.2092779
Walkforward1,4.66492,,-0.3038911,0.1242692,0.04883596,0.09084812,0.07963496,-0.2013376,0.08786996,1.457925,0.1328828,0.432989,-0.05400628,1.058456,-0.1063466,-0.08130856,-0.3986917,-0.004953519,0.01149178,-0.09871423
Walkforward1,4.68187,,-0.2941548,0.1231379,0.06965124,0.08859645,0.07814163,-0.2087579,0.08753755,1.458101,0.1310965,0.486818,-0.05656071,1.040764,-0.1125835,-0.07466637,-0.3710166,-0.01662038,0.008797646,-0.08931682
Walkforward1,4.704401,,-0.2798587,0.1227143,0.09817442,0.08535234,0.07638755,-0.2193064,0.08702719,1.458205,0.1288482,0.7148042,-0.02118386,1.426159,-0.1622055,-0.08770414,-0.5274236,-0.02551787,0.005203485,-0.1124136
Walkforward1,4.721351,,-0.2662964,0.1233234,0.1225846,0.08198464,0.07551011,-0.2296456,0.08662219,1.458125,0.1274116,0.6781116,0.03045611,1.220509,-0.168385,-0.043872,-0.5169593,-0.02025031,-0.003987551,-0.07182732
Walkforward1,4.738904,,-0.2531765,0.1247251,0.1448459,0.07878932,0.07497146,-0.2393016,0.08608728,1.457991,0.126201,0.6559968,0.07008761,1.113065,-0.1597662,-0.02693236,-0.4828013,-0.02674535,-0.006693602,-0.06053075
