uniqueID,AnimationName,Timestamp,Root_P_x_0,Root_P_z_0,Root_F_x_0,Root_F_z_0,Root_P_x_1,Root_P_z_1,Root_F_x_1,Root_F_z_1,Root_P_x_2,Root_P_z_2,Root_F_x_2,Root_F_z_2,Root_P_x_3,Root_P_z_3,Root_F_x_3,Root_F_z_3
890,Walkforward1,0.2549771,-0.002294501,-0.003844977,0.001731902,0.6860609,-0.01449043,0.01300459,0.01861641,0.6858104,-0.03463888,0.05223028,0.01921988,0.6857938,-0.05497037,0.09910942,-0.005923222,0.6860375
891,Walkforward1,0.2719393,-0.00266779,-0.003566859,0.002058093,0.68606,-0.01712805,0.01826179,0.02063791,0.6857526,-0.03625413,0.05518838,0.01676883,0.6858581,-0.0537312,0.1007224,-0.004893143,0.6860456
892,Walkforward1,0.2889411,-0.00367113,-0.002959591,0.003395594,0.6860546,-0.01848788,0.02149475,0.02172035,0.6857191,-0.03811645,0.05819001,0.01374789,0.6859252,-0.05182748,0.1016136,-0.002776701,0.6860574
893,Walkforward1,0.3229153,-0.004148063,-0.0020606,0.003849944,0.6860522,-0.01942776,0.0241473,0.02264429,0.6856892,-0.0401326,0.06160964,0.01023777,0.6859866,-0.05071496,0.1031045,-0.0001702941,0.686063
894,Walkforward1,0.3399171,-0.004880353,-0.001074012,0.004881563,0.6860457,-0.02037365,0.02652371,0.02392606,0.6856458,-0.04256079,0.06547092,0.006227748,0.6860348,-0.0501789,0.1072275,0.008409103,0.6860116
895,Walkforward1,0.3569358,-0.005710332,0.0001040413,0.00616958,0.6860353,-0.02140754,0.02857658,0.02499386,0.6856077,-0.04654575,0.07254984,0.0001566805,0.6860631,-0.05031477,0.1107521,0.01422695,0.6859155
896,Walkforward1,0.3738992,-0.006362521,0.001433019,0.007555941,0.6860214,-0.02240276,0.03057129,0.02623384,0.6855613,-0.04816404,0.07604287,-0.001947377,0.6860602,-0.05020223,0.115022,0.01996771,0.6857724
897,Walkforward1,0.3908477,-0.00689669,0.002756161,0.009145117,0.6860021,-0.02422339,0.03500326,0.02738048,0.6855165,-0.04958148,0.07948093,-0.003230422,0.6860554,-0.04987724,0.1196914,0.02572623,0.6855806
898,Walkforward1,0.4079236,-0.008070947,0.005528469,0.01179004,0.6859617,-0.02517094,0.03835302,0.02697276,0.6855326,-0.05086492,0.08327926,-0.004401848,0.686049,-0.04929873,0.1254008,0.03274645,0.6852811
899,Walkforward1,0.4418963,-0.008234997,0.007794812,0.01312188,0.6859376,-0.02583776,0.04222283,0.02630423,0.6855586,-0.05170387,0.08793668,-0.005355303,0.6860422,-0.04834781,0.1322108,0.04034767,0.6848756
900,Walkforward1,0.4588953,-0.008625886,0.009547034,0.01408549,0.6859185,-0.02669765,0.04465678,0.02474563,0.6856167,-0.05272081,0.09239825,-0.006464972,0.6860326,-0.04662124,0.1424225,0.05241909,0.6840576
901,Walkforward1,0.4758634,-0.00970765,0.01208134,0.01500076,0.685899,-0.02752272,0.04713091,0.02295491,0.6856789,-0.0538164,0.1007352,-0.007486102,0.6860222,-0.04526111,0.1477116,0.05782776,0.6836216
902,Walkforward1,0.4928762,-0.01084134,0.01472735,0.01576636,0.6858819,-0.03079189,0.05337522,0.01936342,0.6857898,-0.0529356,0.1028211,-0.007655041,0.6860204,-0.04371357,0.1530562,0.06306948,0.6831579
903,Walkforward1,0.5098337,-0.01172692,0.01684989,0.01616803,0.6858725,-0.03201528,0.0560034,0.01677155,0.685858,-0.05137603,0.1041356,-0.006951163,0.6860279,-0.04194041,0.1598998,0.06955756,0.6825278
904,Walkforward1,0.5438142,-0.01349688,0.0214042,0.01695974,0.6858534,-0.03282074,0.05822768,0.01309014,0.6859381,-0.04867333,0.1043336,-0.006172233,0.6860353,-0.03977299,0.1668347,0.07556106,0.6818893
905,Walkforward1,0.5608144,-0.01442292,0.02393936,0.01737626,0.6858429,-0.03428354,0.06050955,0.009402653,0.6859986,-0.04715632,0.1049021,-0.004020236,0.6860512,-0.03773807,0.1731257,0.08052903,0.6813205
906,Walkforward1,0.5778197,-0.01471184,0.02535919,0.0176223,0.6858367,-0.03569048,0.0626689,0.005213937,0.6860432,-0.046068,0.1079765,0.003527693,0.686054,-0.03281933,0.187241,0.09155982,0.6799259
907,Walkforward1,0.5948182,-0.01487003,0.02655714,0.01775645,0.6858333,-0.03740667,0.06530315,5.535187E-05,0.6860631,-0.04559767,0.1102424,0.008058125,0.6860158,-0.02947229,0.1948619,0.09718075,0.6791454
908,Walkforward1,0.6119297,-0.01526852,0.0271816,0.01762624,0.6858366,-0.04087773,0.07088225,-0.007214404,0.6860251,-0.04508806,0.1130993,0.01241376,0.6859508,-0.02661999,0.2005983,0.1010759,0.6785766
909,Walkforward1,0.6289445,-0.01573968,0.02772579,0.01752991,0.6858391,-0.04207606,0.07286672,-0.01065538,0.6859803,-0.04453546,0.1163519,0.01658526,0.6858626,-0.02390294,0.2059849,0.1047342,0.6780216
910,Walkforward1,0.6629886,-0.01647443,0.02948748,0.0159091,0.6858786,-0.04257301,0.07353472,-0.01470654,0.6859054,-0.04328171,0.1191461,0.02096501,0.6857426,-0.02035671,0.210219,0.1069565,0.6776745
911,Walkforward1,0.6799383,-0.01707209,0.03113444,0.01396192,0.685921,-0.0436138,0.07556512,-0.01741684,0.685842,-0.0424851,0.123626,0.02724112,0.685522,-0.01307868,0.224591,0.1161103,0.6761663
912,Walkforward1,0.6969305,-0.01768192,0.03265378,0.01194075,0.6859591,-0.04449975,0.0778159,-0.01972196,0.6857795,-0.0407154,0.1320674,0.03836373,0.6849896,-0.00872276,0.2321769,0.1207548,0.6753523
913,Walkforward1,0.713941,-0.01735247,0.03244622,0.009252911,0.6860006,-0.04444735,0.07958771,-0.02195912,0.6857115,-0.03851052,0.1348204,0.04286655,0.6847225,-0.004338337,0.2371937,0.1238492,0.6747918
914,Walkforward1,0.7309143,-0.01695022,0.03218827,0.006513366,0.6860321,-0.04452117,0.08514688,-0.02392713,0.6856456,-0.03604248,0.1375369,0.04735323,0.6844269,0.0002811657,0.2421153,0.1268812,0.6742282
915,Walkforward1,0.7478639,-0.01944757,0.03608879,0.002479192,0.6860586,-0.04280151,0.08497469,-0.02453676,0.6856241,-0.03357626,0.1422982,0.05345352,0.6839775,0.006336584,0.2482929,0.1291275,0.6738016
916,Walkforward1,0.7819397,-0.01840993,0.033732,-0.001809708,0.6860606,-0.03906713,0.08132223,-0.02552832,0.6855879,-0.02986317,0.1447365,0.05868141,0.6835488,0.0135747,0.2519081,0.1299883,0.673636
917,Walkforward1,0.7988917,-0.01878088,0.03335719,-0.005237379,0.686043,-0.0358594,0.07902318,-0.02449548,0.6856256,-0.02708619,0.1485479,0.06324705,0.6831415,0.02998272,0.2714281,0.1326806,0.673111
918,Walkforward1,0.8159139,-0.01979206,0.03385827,-0.009395194,0.6859987,-0.03387623,0.07788151,-0.02281449,0.6856836,-0.02225963,0.1613633,0.07406495,0.6820534,0.03489178,0.279031,0.132078,0.6732295
919,Walkforward1,0.8329594,-0.02097025,0.03461329,-0.01383438,0.6859236,-0.03260162,0.07961527,-0.01552027,0.6858875,-0.01895338,0.1678705,0.0795708,0.6814331,0.03970115,0.286618,0.1320026,0.6732443
920,Walkforward1,0.8499249,-0.02246061,0.03637025,-0.01877204,0.6858062,-0.03188177,0.08106782,-0.01077098,0.6859785,-0.01580312,0.1730678,0.08360866,0.6809494,0.04484127,0.2947577,0.1350669,0.6726362
921,Walkforward1,0.8669716,-0.02565002,0.04123922,-0.02589253,0.6855742,-0.03100839,0.08332592,-0.006269619,0.6860344,-0.01271537,0.1779923,0.08737553,0.6804763,0.04988194,0.302879,0.1382986,0.6719791
922,Walkforward1,0.9009502,-0.02539862,0.04019239,-0.02888963,0.6854545,-0.02901328,0.08359683,-0.001655493,0.6860611,-0.008072226,0.1805929,0.09121314,0.6799726,0.05567537,0.3083712,0.1425003,0.6711007
923,Walkforward1,0.9179298,-0.02581319,0.04044735,-0.02988729,0.6854118,-0.02753145,0.08603187,0.005779112,0.6860387,5.558524E-05,0.1934978,0.1023258,0.6783893,0.0637857,0.3233157,0.1464767,0.6702441
924,Walkforward1,0.9349378,-0.0261484,0.04098504,-0.03059655,0.6853805,-0.02594371,0.08905875,0.01405931,0.685919,0.005485157,0.1996489,0.1089822,0.6773518,0.06813819,0.3289483,0.1468138,0.6701703
925,Walkforward1,0.9519447,-0.02637755,0.04267973,-0.03037927,0.6853902,-0.02343694,0.09698351,0.02771169,0.6855032,0.01025153,0.2049044,0.1147371,0.6764008,0.07241715,0.3354788,0.1474925,0.6700213
926,Walkforward1,0.9689543,-0.02638962,0.04463297,-0.02991063,0.6854107,-0.02109378,0.09993083,0.03492215,0.6851737,0.01523759,0.2100811,0.1204745,0.6754024,0.07709461,0.3420639,0.148148,0.6698766
927,Walkforward1,1.002946,-0.02393373,0.04684281,-0.02752284,0.6855108,-0.01572993,0.09927654,0.04376293,0.6846659,0.02501715,0.2122959,0.1266918,0.6742638,0.08579532,0.3449327,0.1503058,0.6693957
928,Walkforward1,1.019912,-0.02163682,0.04629115,-0.02514006,0.6856022,-0.01246202,0.1036227,0.05285163,0.6840242,0.03256002,0.218091,0.1317648,0.6732908,0.09363852,0.3591977,0.1507338,0.6692995
929,Walkforward1,1.036929,-0.01858479,0.04509325,-0.02166009,0.685721,-0.009023212,0.1084546,0.06253679,0.6832069,0.0505796,0.2376917,0.1378153,0.6720785,0.09857231,0.3642522,0.1519602,0.6690221
930,Walkforward1,1.053974,-0.01457843,0.04314012,-0.01652392,0.685864,-0.004997638,0.1125582,0.07118382,0.6823601,0.0580362,0.2444009,0.1412851,0.6713576,0.1038466,0.3687341,0.1537192,0.6686201
931,Walkforward1,1.070958,-0.01120039,0.04133232,-0.01040805,0.6859841,0.001924339,0.1245904,0.08638988,0.6806021,0.0657407,0.25073,0.1455516,0.6704456,0.1093984,0.3730369,0.1554922,0.66821
932,Walkforward1,1.087958,-0.007996838,0.04168572,0.002181476,0.6860596,0.007923931,0.1295594,0.09712595,0.6791531,0.07434667,0.2564491,0.1534209,0.6686887,0.1157963,0.3766064,0.1577594,0.6676784
933,Walkforward1,1.121955,-0.003777751,0.03820136,0.01407031,0.6859187,0.015621,0.129559,0.108206,0.6774762,0.08535263,0.2586028,0.1635611,0.6662809,0.124652,0.376311,0.1617985,0.6667112
934,Walkforward1,1.138906,-0.001927536,0.03898473,0.02191419,0.6857129,0.02023842,0.1328198,0.115252,0.6763132,0.09229489,0.264527,0.1706334,0.6645048,0.1291767,0.3872725,0.1589955,0.6673851
935,Walkforward1,1.1559,-0.000106413,0.04021141,0.02895409,0.6854518,0.02514117,0.1361767,0.1214586,0.6752261,0.1018366,0.2786966,0.1755358,0.6632267,0.1316492,0.39121,0.1574443,0.6677528
936,Walkforward1,1.172991,0.001836414,0.0421106,0.0371426,0.6850569,0.03430854,0.1482027,0.1332385,0.6730008,0.1070352,0.2834719,0.1765555,0.6629561,0.1339268,0.3947545,0.1549063,0.6683462
937,Walkforward1,1.18994,0.003701555,0.04424657,0.04569248,0.6845398,0.04019956,0.1532688,0.140119,0.671602,0.1116631,0.2881372,0.1770167,0.662833,0.1357993,0.3978846,0.1513395,0.6691628
938,Walkforward1,1.206949,0.006570698,0.04996458,0.05886284,0.6835333,0.04513303,0.1562414,0.1453841,0.6704819,0.1163531,0.2926365,0.1772121,0.6627808,0.1382234,0.3990725,0.148299,0.6698433
939,Walkforward1,1.240907,0.009067365,0.04688026,0.06528378,0.6829499,0.05024951,0.1553103,0.1503184,0.6693929,0.1215992,0.2934479,0.177039,0.662827,0.1411938,0.3951771,0.1455151,0.6704535
940,Walkforward1,1.257886,0.009781973,0.05012906,0.07068818,0.6824117,0.05494766,0.1614563,0.1531431,0.6687523,0.1266641,0.3084723,0.1751584,0.6633265,0.1391248,0.402881,0.1391003,0.6718137
941,Walkforward1,1.27488,0.01000014,0.05566571,0.07646932,0.6817881,0.05895286,0.1685089,0.1549643,0.6683327,0.127175,0.315301,0.1730065,0.663891,0.1345484,0.4085028,0.1345434,0.6727411
942,Walkforward1,1.291908,0.009462278,0.06241849,0.08169269,0.6811819,0.07266984,0.1899314,0.1566291,0.6679445,0.1262327,0.3226472,0.1697785,0.6647238,0.1278909,0.4158308,0.1288892,0.6738472
943,Walkforward1,1.30888,0.009817861,0.06816716,0.08452009,0.6808369,0.07541905,0.1987514,0.1543927,0.668465,0.1256171,0.3298368,0.1656115,0.6657742,0.1231496,0.4225063,0.1229965,0.6749477
944,Walkforward1,1.343002,0.01284092,0.07933167,0.08806248,0.6803877,0.07696712,0.2053141,0.1471991,0.6700858,0.1227276,0.3353126,0.1556356,0.6681767,0.116147,0.4271877,0.1117296,0.676904
945,Walkforward1,1.35995,0.01513037,0.08480304,0.08919717,0.6802399,0.08006845,0.212459,0.1456104,0.6704328,0.1214685,0.3406725,0.1480911,0.6698892,0.1128565,0.4377358,0.09997345,0.6787399
946,Walkforward1,1.377014,0.01688183,0.08781891,0.08878107,0.6802944,0.08289334,0.2188047,0.1444338,0.6706873,0.1199124,0.3522978,0.1375968,0.6721233,0.109745,0.4414451,0.090927,0.6800109
947,Walkforward1,1.393964,0.01845966,0.09010553,0.08831269,0.6803553,0.08523079,0.2245694,0.1441192,0.6707548,0.1168249,0.3562464,0.1291227,0.6738025,0.1066731,0.4447882,0.08194871,0.6811512
948,Walkforward1,1.410948,0.02013125,0.09173095,0.08619785,0.6806265,0.08931513,0.2380446,0.1408257,0.6714541,0.1128049,0.3592779,0.1184957,0.6757524,0.1020956,0.4478416,0.07174132,0.6823018
949,Walkforward1,1.42801,0.02537426,0.102053,0.0891706,0.6802434,0.08914615,0.2417672,0.1330493,0.6730382,0.1082518,0.3616507,0.1064365,0.6777564,0.09677105,0.4505515,0.06076386,0.6833668
950,Walkforward1,1.462061,0.02634459,0.1017419,0.08280107,0.6810482,0.08614249,0.2421724,0.1203084,0.6754321,0.1012145,0.3591162,0.09028096,0.680097,0.08755697,0.4500838,0.04512555,0.6845774
951,Walkforward1,1.479008,0.02770893,0.1043084,0.08144494,0.6812116,0.08573598,0.2468172,0.1138578,0.6765493,0.09838401,0.3592891,0.08105641,0.681258,0.08290577,0.461586,0.03180195,0.6853256
952,Walkforward1,1.496008,0.02901885,0.1068361,0.08004228,0.6813778,0.08564845,0.251632,0.1072999,0.6776203,0.09230876,0.3642013,0.06913997,0.6825703,0.07840043,0.4650686,0.02159585,0.6857231
953,Walkforward1,1.512959,0.03153311,0.1087822,0.07623677,0.6818141,0.08609673,0.262989,0.09872562,0.6789225,0.08444455,0.3645207,0.05872063,0.6835454,0.07305404,0.4668938,0.0110373,0.6859742
954,Walkforward1,1.529955,0.03411192,0.1104943,0.07189351,0.6822857,0.08383084,0.2645404,0.09034409,0.6800886,0.07550366,0.3649997,0.04773415,0.6844004,0.0673824,0.4681598,0.0001185997,0.6860631
955,Walkforward1,1.546946,0.04549776,0.127618,0.07006259,0.6824762,0.08167678,0.2660865,0.08351557,0.6809608,0.06881529,0.3656019,0.03890883,0.6849588,0.06225669,0.4703747,-0.008912119,0.6860051
956,Walkforward1,1.580967,0.04411441,0.1231498,0.05862663,0.6835535,0.07533392,0.2600022,0.07011271,0.682471,0.057801,0.3582387,0.02391851,0.6856459,0.05107835,0.4646295,-0.02427656,0.6856334
957,Walkforward1,1.597918,0.04448613,0.124749,0.05302767,0.6840106,0.07181145,0.2598303,0.06164724,0.6832877,0.05101077,0.3626428,0.01087984,0.6859767,0.04297936,0.4747861,-0.0385709,0.6849779
958,Walkforward1,1.614987,0.04536236,0.1281733,0.05208775,0.6840829,0.06874858,0.26086,0.0546196,0.6838853,0.04632083,0.3626698,0.002164564,0.6860596,0.03684207,0.476698,-0.04606767,0.6845146
959,Walkforward1,1.631971,0.04618226,0.131842,0.05159059,0.6841205,0.06464452,0.2691372,0.04462168,0.6846104,0.04182345,0.3630871,-0.006413482,0.6860331,0.03087761,0.4788023,-0.0532202,0.6839957
960,Walkforward1,1.648971,0.04619336,0.1351193,0.05201134,0.6840886,0.05967528,0.2698608,0.03674032,0.6850786,0.03657264,0.3635868,-0.01455245,0.6859087,0.02431545,0.4810079,-0.05968376,0.683462
961,Walkforward1,1.683056,0.04365504,0.1378711,0.04487197,0.684594,0.04983937,0.2612041,0.02215922,0.6857051,0.02549528,0.354822,-0.02857175,0.6854678,0.0127123,0.464597,-0.0701401,0.6824682
962,Walkforward1,1.700033,0.04131807,0.1376102,0.03849201,0.6849824,0.04362522,0.2589846,0.01148214,0.685967,0.01872348,0.3531833,-0.03782608,0.6850195,0.001405819,0.4775397,-0.08093789,0.681272
963,Walkforward1,1.716983,0.03945285,0.1391321,0.03336096,0.6852515,0.03951769,0.257043,0.002984027,0.6860566,0.01239285,0.3613037,-0.04978032,0.6842546,-0.005711325,0.4789363,-0.08724903,0.6804926
964,Walkforward1,1.734005,0.03771931,0.1407941,0.02821387,0.6854827,0.03617905,0.2539646,-0.004918943,0.6860455,0.007249743,0.3615474,-0.05855424,0.6835598,-0.01419919,0.4880306,-0.09451872,0.679521
965,Walkforward1,1.751037,0.03523952,0.1415792,0.02410687,0.6856394,0.02816227,0.2541231,-0.01437184,0.6859125,0.001469679,0.3605075,-0.06525796,0.6829523,-0.02136993,0.4870369,-0.09911586,0.6788656
966,Walkforward1,1.767987,0.03284056,0.1502105,0.0193824,0.6857892,0.01943334,0.2508667,-0.02088879,0.6857449,-0.004392968,0.3591828,-0.07177555,0.6822981,-0.02887159,0.486285,-0.1037727,0.6781694
967,Walkforward1,1.801884,0.02159117,0.1336214,0.01447055,0.6859105,0.002189639,0.2325406,-0.02835481,0.6854769,-0.0183319,0.3426762,-0.07892219,0.6815085,-0.04446448,0.4701504,-0.109362,0.6772906
968,Walkforward1,1.819105,0.01922384,0.1311021,0.01273137,0.6859449,-0.003847951,0.2287567,-0.03204973,0.685314,-0.02224224,0.3408257,-0.08277767,0.6810509,-0.05000371,0.4690472,-0.1104088,0.6771206
969,Walkforward1,1.83609,0.0167159,0.1287848,0.01018858,0.6859874,-0.009336899,0.2251128,-0.03610633,0.6851122,-0.02855757,0.3488734,-0.09139931,0.6799476,-0.05624186,0.4681778,-0.1112679,0.67698
970,Walkforward1,1.853038,0.01352975,0.1263835,0.00445452,0.6860486,-0.01577182,0.2271034,-0.04636031,0.6844949,-0.03495663,0.3468719,-0.0979049,0.6790413,-0.0626538,0.4777467,-0.1177414,0.6758842
971,Walkforward1,1.870008,0.01010394,0.1236833,-0.00181431,0.6860606,-0.02062156,0.2233035,-0.05427045,0.6839132,-0.04135204,0.344827,-0.1045046,0.678057,-0.06952533,0.4822545,-0.1277193,0.6740699
972,Walkforward1,1.887033,0.00519434,0.1280615,-0.01198857,0.6859583,-0.02529682,0.2198094,-0.06296721,0.6831673,-0.04803722,0.3432346,-0.1113262,0.6769704,-0.07715784,0.4887817,-0.1399674,0.6716335
973,Walkforward1,1.920981,3.263744E-05,0.1163962,-0.01864739,0.6858096,-0.03055595,0.2079529,-0.06983995,0.682499,-0.052246,0.3240024,-0.1146268,0.6764194,-0.08340174,0.4826765,-0.1479219,0.6699266
974,Walkforward1,1.93793,-0.002652255,0.114455,-0.02230714,0.6857003,-0.03300976,0.2062993,-0.07291619,0.6821772,-0.05892135,0.3371547,-0.1190336,0.6756579,-0.08492605,0.4856365,-0.1513125,0.6691689
975,Walkforward1,1.954888,-0.004997876,0.1122589,-0.026441,0.6855534,-0.03506686,0.2049376,-0.07562152,0.6818826,-0.06163429,0.3372061,-0.1202359,0.6754449,-0.08687687,0.4994261,-0.1575197,0.667735
976,Walkforward1,1.971956,-0.006364618,0.1084732,-0.02975615,0.6854174,-0.03843361,0.2113208,-0.08237442,0.6810998,-0.06615444,0.3448075,-0.1223836,0.6750591,-0.08859687,0.5035472,-0.1604404,0.6670393
977,Walkforward1,1.988933,-0.007320288,0.1033402,-0.0324242,0.6852964,-0.04054021,0.2096764,-0.08591668,0.680662,-0.06871318,0.3432552,-0.1229086,0.6749637,-0.09078969,0.5077746,-0.1633339,0.6663367
978,Walkforward1,2.023002,-0.01205571,0.09446131,-0.03702991,0.6850629,-0.04224918,0.1999056,-0.08779042,0.6804229,-0.07118218,0.3341969,-0.1228907,0.6749669,-0.09212405,0.5028464,-0.1632914,0.6663471
979,Walkforward1,2.039949,-0.01636791,0.09204904,-0.03945176,0.6849278,-0.04311879,0.1996802,-0.09022652,0.6801042,-0.07313906,0.3350608,-0.1236231,0.6748332,-0.09285587,0.5072964,-0.163557,0.6662819
980,Walkforward1,2.056911,-0.02145326,0.0906956,-0.04187515,0.6847839,-0.04414401,0.2004049,-0.09235437,0.6798185,-0.07548694,0.3366023,-0.1229552,0.6749552,-0.09322684,0.5115043,-0.1625402,0.6665307
981,Walkforward1,2.073921,-0.02476443,0.08933341,-0.04356917,0.6846782,-0.04504062,0.2010772,-0.09421825,0.6795627,-0.07798998,0.3382721,-0.1213093,0.675253,-0.09443729,0.5279401,-0.1598338,0.6671849
982,Walkforward1,2.090896,-0.02725115,0.087987,-0.04474113,0.6846026,-0.04803063,0.2114955,-0.09996461,0.6787412,-0.0784633,0.3508612,-0.1221273,0.6751056,-0.09433296,0.5324181,-0.1569657,0.6678655
983,Walkforward1,2.107933,-0.02936077,0.09291612,-0.04889372,0.6843186,-0.04898878,0.2126128,-0.1004178,0.6786743,-0.07868076,0.3587806,-0.1259362,0.6744053,-0.09355863,0.5357782,-0.1534806,0.6686749
984,Walkforward1,2.141962,-0.02784012,0.08529669,-0.04730351,0.6844303,-0.04733207,0.207025,-0.09759473,0.679086,-0.07603623,0.3621041,-0.1282096,0.6739768,-0.08854409,0.5326202,-0.1467931,0.6701748
985,Walkforward1,2.158949,-0.02663469,0.0850489,-0.047714,0.6844019,-0.04661653,0.2089506,-0.09619914,0.6792851,-0.07344795,0.3684129,-0.1296584,0.6736997,-0.08323549,0.5357646,-0.141405,0.6713324
986,Walkforward1,2.175969,-0.02584496,0.08538298,-0.04718291,0.6844387,-0.04367711,0.2020876,-0.09214662,0.6798467,-0.07016145,0.3736604,-0.1294747,0.673735,-0.07730329,0.5391537,-0.1351714,0.6726152
987,Walkforward1,2.192938,-0.02513394,0.08604338,-0.04599009,0.6845199,-0.04587131,0.2178179,-0.09232852,0.679822,-0.06689668,0.3900352,-0.1316681,0.6733098,-0.06815846,0.552938,-0.1236801,0.6748228
988,Walkforward1,2.209992,-0.02550945,0.08837933,-0.04535232,0.6845624,-0.04619373,0.2216945,-0.09020801,0.6801066,-0.06501961,0.3982689,-0.1313583,0.6733702,-0.06253583,0.5569918,-0.1170058,0.676012
989,Walkforward1,2.227033,-0.02745592,0.09975162,-0.04939007,0.6842829,-0.04869875,0.2344212,-0.08964425,0.6801811,-0.06426207,0.4079273,-0.1316594,0.6733114,-0.05827454,0.561986,-0.1108092,0.6770552
990,Walkforward1,2.26097,-0.02400271,0.09895215,-0.0476198,0.6844084,-0.04464219,0.2339004,-0.08487304,0.680793,-0.05790925,0.4121114,-0.1270876,0.6741893,-0.04902169,0.5628379,-0.1014885,0.678515
991,Walkforward1,2.277967,-0.02011089,0.1010224,-0.04771624,0.6844017,-0.04111467,0.23678,-0.08307617,0.6810146,-0.05248275,0.4189587,-0.1249721,0.6745847,-0.04134971,0.5666605,-0.09460844,0.6795084
992,Walkforward1,2.294918,-0.01527916,0.102345,-0.04761584,0.6844087,-0.03679391,0.239335,-0.08127628,0.6812317,-0.04595491,0.4244049,-0.1215542,0.6752089,-0.03103907,0.5808072,-0.08090708,0.6812757
993,Walkforward1,2.311866,-0.01249005,0.1042322,-0.04780333,0.6843956,-0.0348801,0.2421843,-0.07865623,0.6815392,-0.04167804,0.4421459,-0.1171409,0.6759886,-0.02425976,0.5834137,-0.07346991,0.6821178
994,Walkforward1,2.328939,-0.01042772,0.1060917,-0.04816533,0.6843702,-0.03404786,0.2451967,-0.07548542,0.6818977,-0.03795573,0.4478597,-0.1130772,0.6766802,-0.01837255,0.5855535,-0.06616983,0.6828646
995,Walkforward1,2.363015,-0.009808801,0.1120019,-0.04942868,0.6842802,-0.02983775,0.2532384,-0.07179975,0.6822956,-0.03247314,0.4463111,-0.1054358,0.6779128,-0.01019489,0.5807155,-0.05540097,0.6838225
996,Walkforward1,2.379962,-0.009838481,0.1139977,-0.04822712,0.6843659,-0.02826642,0.262008,-0.07399732,0.6820608,-0.02971691,0.4504444,-0.1002357,0.6787012,-0.005368026,0.5815641,-0.0468223,0.6844634
997,Walkforward1,2.396945,-0.009863631,0.1158125,-0.04682373,0.6844633,-0.02695572,0.2725968,-0.07773374,0.681645,-0.02511758,0.4535607,-0.09437313,0.6795412,-0.0005125247,0.5821431,-0.03734048,0.6850461
998,Walkforward1,2.413922,-0.009763756,0.1176547,-0.04517305,0.6845742,-0.02460492,0.2786761,-0.07895618,0.6815045,-0.02012913,0.4562353,-0.08859333,0.6803188,0.00560231,0.5898407,-0.02466385,0.6856195
999,Walkforward1,2.430927,-0.008200211,0.1102121,-0.04165722,0.6847972,-0.02193372,0.2832729,-0.07933484,0.6814606,-0.01162956,0.4687286,-0.07816526,0.6815957,0.01082696,0.589835,-0.01728261,0.6858453
1000,Walkforward1,2.447941,-0.01043494,0.125122,-0.04325286,0.6846982,-0.01903423,0.2984048,-0.08295859,0.6810289,-0.005967682,0.470035,-0.07206202,0.682268,0.01599701,0.5895464,-0.01025043,0.6859864
1001,Walkforward1,2.481911,-0.009521109,0.1186361,-0.03764291,0.6850296,-0.01471325,0.2961353,-0.0791894,0.6814775,0.002537865,0.4632537,-0.06178007,0.6832758,0.02507364,0.5810498,0.003803263,0.6860525
1002,Walkforward1,2.498931,-0.01057556,0.1278524,-0.03617796,0.6851085,-0.01252263,0.3020443,-0.07860172,0.6815455,0.007239788,0.4645036,-0.05414783,0.6839229,0.03097937,0.5804806,0.01881002,0.6858052
1003,Walkforward1,2.515877,-0.01070065,0.1281282,-0.03409311,0.6852154,-0.01069976,0.3068324,-0.07668149,0.6817642,0.01119811,0.4659876,-0.04711898,0.6844431,0.0357798,0.580049,0.03083161,0.68537
1004,Walkforward1,2.532826,-0.01104694,0.1289656,-0.03225354,0.6853045,-0.008849422,0.3114854,-0.07451136,0.6820048,0.01748549,0.4784022,-0.03342841,0.6852482,0.04197143,0.587336,0.04605528,0.6845155
1005,Walkforward1,2.549775,-0.01129493,0.1296341,-0.03072291,0.6853748,-0.006757428,0.3148751,-0.07133574,0.6823443,0.02164718,0.478837,-0.02576291,0.6855792,0.04594142,0.5863158,0.05443344,0.6839002
1006,Walkforward1,2.566736,-0.01208796,0.1306344,-0.02790343,0.6854954,-0.004039988,0.3305497,-0.06669376,0.6828136,0.02573557,0.4788366,-0.01806577,0.6858252,0.04970564,0.5853136,0.06405666,0.6830661
1007,Walkforward1,2.600839,-0.01154343,0.1219291,-0.02008684,0.685769,0.0009526978,0.3242442,-0.05797745,0.6836089,0.03338426,0.4675234,-0.005989734,0.6860369,0.05775043,0.5740041,0.07903322,0.6814957
1008,Walkforward1,2.617867,-0.008737152,0.1334879,-0.02008397,0.685769,0.003211268,0.3262085,-0.05395494,0.6839381,0.0373272,0.4660954,0.001408206,0.6860616,0.06134187,0.5729436,0.08822743,0.6803664
1009,Walkforward1,2.634815,-0.006910853,0.1401154,-0.02355107,0.6856587,0.005524088,0.3281466,-0.04996569,0.6842412,0.04115631,0.464605,0.009500911,0.6859972,0.0661075,0.5802594,0.1030338,0.6782821
1010,Walkforward1,2.651884,-0.005117013,0.1483435,-0.02912761,0.6854445,0.009568384,0.3287199,-0.04587441,0.6845276,0.04642329,0.4701496,0.02053353,0.6857557,0.06990302,0.5793819,0.1113559,0.6769656
