uniqueID,AnimationName,Timestamp,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,Neck_P_x,Neck_P_y,Neck_P_z,LeftFoot_V_x,LeftFoot_V_y,LeftFoot_V_z,RightFoot_V_x,RightFoot_V_y,RightFoot_V_z,Neck_V_x,Neck_V_y,Neck_V_z
903,Walkforward1,0.5098337,-0.2267896,0.08280968,-0.04297384,0.1815368,0.07193144,-0.09387696,0.03985901,1.428184,0.2292019,0.03094822,0.01429543,0.03431551,0.03938973,0.02452657,0.01211949,-0.02980605,-0.0264287,0.0212647
904,Walkforward1,0.5438142,-0.2253661,0.08348411,-0.04209965,0.1832383,0.07310018,-0.09354688,0.03866725,1.426997,0.2301061,0.07117242,0.0337217,0.04370939,0.08507147,0.05843714,0.01650378,-0.05958788,-0.05934238,0.04521236
905,Walkforward1,0.5608144,-0.2245587,0.083896,-0.04174164,0.1841046,0.07377505,-0.09332824,0.03808727,1.426353,0.2305258,0.04037023,0.02059452,0.01790076,0.0433147,0.03374368,0.01093186,-0.02899915,-0.03223419,0.02098605
906,Walkforward1,0.5778197,-0.2236498,0.08439413,-0.04106387,0.1852247,0.07457647,-0.09302805,0.03737453,1.425685,0.2308278,0.04544631,0.02490617,0.03388859,0.05600676,0.04007109,0.01500994,-0.03563687,-0.03338456,0.01509711
907,Walkforward1,0.5948182,-0.2227132,0.08496775,-0.04021992,0.1864577,0.07545086,-0.09267656,0.03659399,1.425,0.2310667,0.04683137,0.02868101,0.04219729,0.06164834,0.04371926,0.01757443,-0.03902707,-0.03424883,0.01194403
908,Walkforward1,0.6119297,-0.2218736,0.08547947,-0.04052793,0.1876294,0.07635318,-0.09297184,0.03578502,1.42434,0.2314968,0.04197881,0.02558604,-0.01540035,0.0585869,0.04511625,-0.01476407,-0.04044883,-0.03299117,0.0215061
909,Walkforward1,0.6289445,-0.2210976,0.08598468,-0.04133166,0.1887451,0.07727063,-0.09353705,0.03497192,1.423693,0.2320042,0.03880262,0.02526045,-0.04018657,0.05578697,0.04587211,-0.0282608,-0.04065484,-0.0323534,0.02537221
910,Walkforward1,0.6629886,-0.2193051,0.08707208,-0.04143951,0.1913215,0.07933856,-0.0940078,0.0331598,1.422392,0.2327304,0.08962303,0.05437024,-0.005392544,0.1288183,0.1033965,-0.02353713,-0.09060595,-0.06504059,0.03630742
911,Walkforward1,0.6799383,-0.2181925,0.08770646,-0.04159649,0.1928723,0.08053938,-0.09413318,0.03214467,1.421735,0.2329541,0.05563125,0.03171898,-0.007848814,0.07754117,0.06004125,-0.006269291,-0.05075671,-0.032866,0.01118705
912,Walkforward1,0.6969305,-0.2170814,0.08841343,-0.04180951,0.1944363,0.08180559,-0.09421757,0.03110463,1.421067,0.2331433,0.05555376,0.03534853,-0.01065098,0.07819682,0.06331056,-0.004219264,-0.05200179,-0.03342032,0.009459257
913,Walkforward1,0.713941,-0.2148612,0.08944907,-0.0421978,0.1968226,0.0835136,-0.09477176,0.0297508,1.420344,0.2330984,0.1110099,0.05178191,-0.01941454,0.1193188,0.08540004,-0.02770945,-0.06769142,-0.0361383,-0.00224635
914,Walkforward1,0.7309143,-0.2126182,0.09066706,-0.0425963,0.1992522,0.08537506,-0.09537402,0.02834601,1.419593,0.2329981,0.1121476,0.06089956,-0.01992509,0.1214772,0.0930734,-0.03011301,-0.07023951,-0.03755689,-0.005014986
915,Walkforward1,0.7478639,-0.2104285,0.09159809,-0.04274787,0.201282,0.08705485,-0.09567173,0.02724465,1.418972,0.2328153,0.1094893,0.0465516,-0.007578544,0.1014911,0.08398928,-0.01488551,-0.05506799,-0.03104806,-0.009139627
916,Walkforward1,0.7819397,-0.2061203,0.09362411,-0.04391177,0.2052028,0.09075545,-0.09689759,0.02513965,1.417777,0.2323814,0.215409,0.1013007,-0.05819499,0.1960404,0.18503,-0.06129295,-0.1052501,-0.05972385,-0.02169162
917,Walkforward1,0.7988917,-0.2040329,0.09480286,-0.04514159,0.2072133,0.09288593,-0.09712616,0.02409296,1.417174,0.2320604,0.10437,0.05893782,-0.06149113,0.100524,0.1065243,-0.01142882,-0.05233437,-0.03016591,-0.01605004
918,Walkforward1,0.8159139,-0.2023522,0.09579534,-0.04573221,0.2085768,0.09454668,-0.09726664,0.02309133,1.416956,0.2313773,0.08403286,0.04962385,-0.02953093,0.06817579,0.08303747,-0.007024035,-0.05008169,-0.01089573,-0.03415495
919,Walkforward1,0.8329594,-0.2007603,0.09682929,-0.0462533,0.2098947,0.09621998,-0.09748276,0.02209687,1.416757,0.2306748,0.0795953,0.05169734,-0.02605468,0.06589293,0.0836648,-0.01080595,-0.04972294,-0.009936094,-0.03512576
920,Walkforward1,0.8499249,-0.199101,0.09759762,-0.04654781,0.2108748,0.09753546,-0.09809572,0.02108635,1.416822,0.22983,0.08296669,0.03841668,-0.01472514,0.04900768,0.0657741,-0.03064759,-0.05052593,0.003254414,-0.04224405
921,Walkforward1,0.8669716,-0.1974772,0.09839667,-0.0468343,0.211895,0.09888349,-0.09872053,0.02007481,1.41689,0.2289734,0.08118898,0.03995262,-0.01432449,0.05100891,0.0674013,-0.03124066,-0.05057724,0.003355742,-0.04282519
922,Walkforward1,0.9009502,-0.1946469,0.09964866,-0.04796455,0.2139547,0.1014789,-0.1002816,0.01838142,1.41737,0.2270382,0.1415178,0.06259941,-0.05651247,0.1029842,0.1297697,-0.07805526,-0.08466933,0.02400279,-0.09676218
923,Walkforward1,0.9179298,-0.1936925,0.1002287,-0.04928318,0.2150687,0.1027498,-0.1011541,0.01788148,1.4177,0.2260883,0.04771799,0.02899989,-0.06593168,0.05570278,0.06354377,-0.04362389,-0.02499726,0.01651645,-0.04749298
924,Walkforward1,0.9349378,-0.1927294,0.1008344,-0.0504882,0.2161831,0.1040017,-0.1019487,0.01738808,1.418038,0.2251041,0.04815534,0.03028475,-0.0602508,0.05571693,0.06259605,-0.03972985,-0.02466962,0.01688004,-0.04921407
925,Walkforward1,0.9519447,-0.1918094,0.1013119,-0.05066705,0.2170068,0.1047731,-0.1020211,0.01698987,1.418492,0.2238266,0.04599988,0.02387911,-0.008942559,0.0411883,0.03856979,-0.003618747,-0.01991056,0.02271533,-0.06387159
926,Walkforward1,0.9689543,-0.1907706,0.1017471,-0.05089719,0.2179384,0.1056029,-0.1023635,0.01650693,1.41897,0.2225461,0.05193725,0.02175681,-0.01150705,0.0465773,0.04149154,-0.01712106,-0.02414696,0.02390742,-0.06402805
927,Walkforward1,1.002946,-0.1871663,0.1018945,-0.05196066,0.2209606,0.1078159,-0.1064704,0.01455753,1.420338,0.2198984,0.1802184,0.007373095,-0.05317368,0.1511097,0.1106516,-0.2053462,-0.09746999,0.06837845,-0.1323856
928,Walkforward1,1.019912,-0.1858269,0.1018741,-0.05207234,0.2223105,0.1087459,-0.1074288,0.0139096,1.421296,0.218096,0.06696731,-0.001020357,-0.005584024,0.0674963,0.04649833,-0.04791804,-0.0323968,0.04794002,-0.09011775
929,Walkforward1,1.036929,-0.1844991,0.1017279,-0.05233055,0.2238496,0.1097348,-0.1080816,0.01330016,1.422278,0.2162426,0.06638989,-0.007309392,-0.01291037,0.07695332,0.04944354,-0.03264137,-0.0304719,0.04906058,-0.09267032
930,Walkforward1,1.053974,-0.1831746,0.1010683,-0.05301441,0.2259591,0.1108374,-0.1088844,0.01287269,1.423391,0.2143547,0.06622747,-0.03297962,-0.03419314,0.1054779,0.05513355,-0.04013851,-0.02137343,0.05567074,-0.0943929
931,Walkforward1,1.070958,-0.1819454,0.1002471,-0.05433448,0.2280974,0.1122073,-0.1096464,0.01250101,1.424513,0.2125269,0.06145909,-0.04106425,-0.0660032,0.1069129,0.06849505,-0.03810041,-0.01858417,0.05611777,-0.09139031
932,Walkforward1,1.087958,-0.1809639,0.09891245,-0.057559,0.2303648,0.1143371,-0.1102889,0.01230833,1.425694,0.2108679,0.04907474,-0.06673075,-0.1612263,0.113368,0.1064863,-0.0321243,-0.009633647,0.0590086,-0.08295253
933,Walkforward1,1.121955,-0.1792805,0.09629218,-0.06180353,0.2342497,0.1183035,-0.1101345,0.01176813,1.427802,0.2075057,0.08416995,-0.1310132,-0.2122263,0.1942463,0.1983229,0.007718056,-0.0270104,0.1054227,-0.1681112
934,Walkforward1,1.138906,-0.1785835,0.09502944,-0.06360114,0.23617,0.1201798,-0.1088416,0.01139975,1.428703,0.2058908,0.03485009,-0.06313734,-0.08988082,0.09601414,0.0938125,0.06464608,-0.01841891,0.04503727,-0.08074269
935,Walkforward1,1.1559,-0.1779968,0.09389913,-0.06575682,0.2381639,0.1219838,-0.1082006,0.01093613,1.429493,0.2046578,0.02933517,-0.05651526,-0.1077838,0.09969771,0.09020306,0.0320524,-0.02318085,0.03952384,-0.06165206
936,Walkforward1,1.172991,-0.1775439,0.09272351,-0.06837408,0.2401999,0.1237978,-0.1076844,0.01043425,1.43023,0.2036549,0.02264455,-0.05878098,-0.1308631,0.101798,0.09069964,0.02580732,-0.02509421,0.03681779,-0.05014315
937,Walkforward1,1.18994,-0.1773081,0.09148517,-0.07174308,0.2422584,0.1255586,-0.1073881,0.009881563,1.430867,0.2030642,0.0117898,-0.06191693,-0.1684498,0.1029238,0.08803979,0.01481473,-0.0276342,0.03185868,-0.0295341
938,Walkforward1,1.206949,-0.1771816,0.09010093,-0.07580828,0.2443008,0.1273123,-0.1065118,0.009293248,1.431429,0.2027124,0.006326288,-0.06921217,-0.20326,0.1021236,0.08768439,0.04381575,-0.02941573,0.02810955,-0.01759231
939,Walkforward1,1.240907,-0.1776067,0.08677647,-0.08475713,0.2477466,0.1299511,-0.1023262,0.008243857,1.432294,0.2027161,-0.02125651,-0.1662232,-0.4474428,0.1722887,0.1319408,0.2092797,-0.05246955,0.04324317,0.0001862645
940,Walkforward1,1.257886,-0.178523,0.08481266,-0.08717263,0.2485209,0.1299124,-0.09887524,0.008095468,1.432677,0.2027065,-0.04581213,-0.09819046,-0.1207747,0.03871694,-0.001935661,0.172548,-0.007419428,0.01917481,-0.0004775822
941,Walkforward1,1.27488,-0.1800204,0.08247764,-0.08898936,0.2492838,0.1291457,-0.09315866,0.007969826,1.432983,0.2027432,-0.07487386,-0.116751,-0.09083673,0.03814176,-0.03833696,0.2858289,-0.006282143,0.01529455,0.001831353
942,Walkforward1,1.291908,-0.1822112,0.07976504,-0.09015635,0.2501947,0.1277124,-0.08488794,0.007867106,1.433198,0.2028244,-0.1095392,-0.13563,-0.05834959,0.04554465,-0.07166341,0.4135359,-0.005135965,0.0107646,0.004061311
943,Walkforward1,1.30888,-0.1834742,0.07782168,-0.09160733,0.2509636,0.1262912,-0.07743208,0.00768884,1.433333,0.2029651,-0.06314963,-0.09716786,-0.07254891,0.03844798,-0.07105842,0.3727932,-0.008913293,0.006717443,0.007034093
944,Walkforward1,1.343002,-0.183805,0.07558063,-0.09601634,0.251872,0.1233507,-0.06350202,0.007211657,1.433587,0.2031781,-0.01653805,-0.1120523,-0.2204504,0.04542023,-0.1470253,0.696503,-0.02385916,0.01273155,0.01065284
945,Walkforward1,1.35995,-0.1832946,0.07489543,-0.09945611,0.2519499,0.1218287,-0.05590361,0.006991745,1.433864,0.203055,0.02552047,-0.03426,-0.1719885,0.003893673,-0.07610135,0.3799204,-0.01099559,0.01381636,-0.006154925
946,Walkforward1,1.377014,-0.1828702,0.07433344,-0.1035044,0.2519664,0.1203444,-0.04800929,0.006932713,1.434078,0.2030252,0.02121627,-0.02809949,-0.2024122,0.0008225441,-0.07421412,0.3947161,-0.002951617,0.01069307,-0.001490861
947,Walkforward1,1.393964,-0.1825023,0.07386594,-0.1079079,0.2519436,0.118964,-0.03999715,0.00698088,1.434241,0.2030577,0.01839474,-0.02337508,-0.2201792,-0.001136959,-0.06902106,0.4006069,0.00240833,0.008153915,0.001621991
948,Walkforward1,1.410948,-0.1824108,0.07356893,-0.1129732,0.2512548,0.1171933,-0.02932663,0.007259553,1.434319,0.2031594,0.004577637,-0.0148505,-0.2532646,-0.03444105,-0.08853488,0.5335262,0.01393366,0.003892183,0.005086511
949,Walkforward1,1.42801,-0.182451,0.07337251,-0.1184281,0.250143,0.1154217,-0.01710304,0.007671264,1.434333,0.2033018,-0.002012402,-0.009820983,-0.2727456,-0.05559176,-0.08858182,0.6111794,0.02058554,0.0007390976,0.007119775
950,Walkforward1,1.462061,-0.1824884,0.07319906,-0.1283402,0.2481529,0.1133242,0.003960992,0.008286975,1.434321,0.2034781,-0.001870096,-0.008672848,-0.4956007,-0.09950101,-0.1048721,1.053202,0.03078559,-0.0006377697,0.008813292
951,Walkforward1,1.479008,-0.1826101,0.0732225,-0.133156,0.2466399,0.1125751,0.01440355,0.008650314,1.43432,0.2034069,-0.006082654,0.001172349,-0.2407931,-0.0756532,-0.03745891,0.5221279,0.01816694,-1.788139E-05,-0.003558397
952,Walkforward1,1.496008,-0.182748,0.07328652,-0.1379783,0.2448247,0.1120064,0.02498798,0.00905065,1.434314,0.2032818,-0.006893277,0.003200769,-0.2411157,-0.09075999,-0.02843142,0.5292215,0.02001678,-0.0002980232,-0.006254762
953,Walkforward1,1.512959,-0.1828348,0.0736498,-0.1445725,0.2418248,0.1115554,0.03851716,0.009792017,1.434263,0.2030704,-0.004342198,0.01816414,-0.3297098,-0.1499943,-0.02255253,0.676459,0.03706836,-0.002563,-0.01057088
954,Walkforward1,1.529955,-0.1828316,0.07410686,-0.1517128,0.2380963,0.1114086,0.05304816,0.01064707,1.434161,0.2028126,0.0001624227,0.02285279,-0.3570117,-0.1864254,-0.007340312,0.7265499,0.04275255,-0.005108118,-0.01288876
955,Walkforward1,1.546946,-0.1832333,0.07460245,-0.1589886,0.2347708,0.111649,0.06414822,0.01140022,1.434093,0.2026819,-0.02008826,0.02477989,-0.3637902,-0.1662724,0.01202188,0.5550035,0.03765775,-0.003403425,-0.006537139
956,Walkforward1,1.580967,-0.184091,0.07590351,-0.1739354,0.2272139,0.1130101,0.08652365,0.01263156,1.433801,0.2023654,-0.04288405,0.06505288,-0.7473417,-0.377848,0.06805658,1.118771,0.0615669,-0.0145793,-0.0158228
957,Walkforward1,1.597918,-0.1844015,0.0767223,-0.1815869,0.2226236,0.1142334,0.0989117,0.01309852,1.433536,0.2021247,-0.01552626,0.04093945,-0.3825746,-0.2295159,0.06116293,0.6194022,0.02334784,-0.01324415,-0.01203418
958,Walkforward1,1.614987,-0.1848785,0.07777105,-0.1878244,0.2185462,0.1152562,0.1086103,0.01343685,1.433304,0.2018199,-0.02384856,0.05243719,-0.3118731,-0.2038687,0.05114079,0.48493,0.01691673,-0.01161098,-0.01523867
959,Walkforward1,1.631971,-0.1853333,0.07887074,-0.1938159,0.2144551,0.1163402,0.1178305,0.01376672,1.433064,0.2015094,-0.02273917,0.05498454,-0.2995782,-0.2045564,0.05420148,0.4610114,0.01649363,-0.01199841,-0.01552477
960,Walkforward1,1.648971,-0.1860597,0.08033068,-0.1997229,0.2106235,0.1174237,0.1252701,0.01385217,1.432849,0.2011947,-0.03632307,0.07299706,-0.295347,-0.1915753,0.0541728,0.3719788,0.00427207,-0.01074076,-0.01573935
961,Walkforward1,1.683056,-0.1877851,0.08470611,-0.2133587,0.2017187,0.1193283,0.1386515,0.01364873,1.432421,0.2006602,-0.08626953,0.2187718,-0.6817922,-0.44524,0.09523109,0.6690726,-0.01017191,-0.02142787,-0.02672449
962,Walkforward1,1.700033,-0.1887638,0.08769745,-0.221084,0.1965978,0.1201299,0.1446519,0.01337171,1.432201,0.2004407,-0.04893467,0.1495667,-0.3862634,-0.2560481,0.04007705,0.3000185,-0.01385068,-0.01100898,-0.01097545
963,Walkforward1,1.716983,-0.1893116,0.0905531,-0.2276488,0.192063,0.119695,0.1452136,0.01323744,1.432219,0.2004241,-0.02738982,0.1427826,-0.3282428,-0.2267413,-0.02174452,0.02808422,-0.006713625,0.0009357929,-0.0008270144
964,Walkforward1,1.734005,-0.1898853,0.0934721,-0.2342361,0.1874702,0.1193202,0.1456558,0.01312763,1.432239,0.2003962,-0.02868325,0.1459502,-0.3293633,-0.2296358,-0.01874007,0.02210885,-0.005490705,0.0009715557,-0.001394749
965,Walkforward1,1.751037,-0.1916111,0.09542049,-0.2419587,0.1831443,0.1192417,0.1436752,0.01344146,1.432543,0.2002103,-0.08629188,0.09741969,-0.3861308,-0.2162956,-0.003922358,-0.09903014,0.01569148,0.01519322,-0.009293854
966,Walkforward1,1.767987,-0.1934542,0.09746377,-0.2500652,0.178587,0.1193512,0.1415393,0.01379258,1.432866,0.2000133,-0.09215474,0.1021639,-0.405325,-0.2278656,0.005473569,-0.1067944,0.01755636,0.01619458,-0.009854138
967,Walkforward1,1.801884,-0.2012991,0.1023602,-0.2761705,0.1706181,0.1200088,0.1314426,0.01518035,1.434358,0.1993931,-0.3922433,0.2448227,-1.305266,-0.3984474,0.03288276,-0.5048349,0.06938814,0.07457733,-0.03100857
968,Walkforward1,1.819105,-0.2039997,0.1042036,-0.2850994,0.1670069,0.121427,0.1285078,0.01723361,1.4346,0.198545,-0.1350284,0.09217076,-0.4464433,-0.1805604,0.07090867,-0.1467399,0.1026631,0.0120759,-0.04240274
969,Walkforward1,1.83609,-0.2060028,0.1059984,-0.2941705,0.1639656,0.1233239,0.1248515,0.0189586,1.434663,0.1982209,-0.1001582,0.08973852,-0.4535556,-0.1520619,0.09484217,-0.1828142,0.08624951,0.003182888,-0.01620501
970,Walkforward1,1.853038,-0.2057771,0.1072729,-0.3049598,0.1618389,0.1263857,0.1173484,0.01929271,1.434019,0.2005753,0.01128614,0.06372407,-0.5394638,-0.1063347,0.1530927,-0.3751539,0.0167056,-0.03221631,0.1177169
971,Walkforward1,1.870008,-0.205488,0.1088673,-0.3157624,0.159629,0.1294337,0.1101855,0.0195737,1.43336,0.202832,0.01445413,0.0797227,-0.5401298,-0.1104958,0.1523972,-0.3581491,0.01404937,-0.03296137,0.1128376
972,Walkforward1,1.887033,-0.2051512,0.111168,-0.3268314,0.1563697,0.1315141,0.1043928,0.01969341,1.432784,0.2047219,0.01683906,0.1150344,-0.5534515,-0.162968,0.1040213,-0.2896316,0.005985517,-0.02880096,0.09449422
973,Walkforward1,1.920981,-0.2078937,0.1162733,-0.3451605,0.1526143,0.1347448,0.09473409,0.0209063,1.431978,0.2076732,-0.1371235,0.2552643,-0.9164527,-0.1877703,0.1615353,-0.4829366,0.06064447,-0.04025698,0.1475662
974,Walkforward1,1.93793,-0.2103655,0.1191597,-0.3532974,0.1514148,0.1359959,0.09023692,0.0219108,1.431736,0.2088526,-0.123591,0.1443207,-0.4068449,-0.0599727,0.06255358,-0.2248585,0.05022492,-0.01214147,0.0589706
975,Walkforward1,1.954888,-0.2129042,0.1225845,-0.3617369,0.1503486,0.1370841,0.08489556,0.02313671,1.431625,0.2099274,-0.1269341,0.1712367,-0.421977,-0.05330965,0.05441308,-0.2670679,0.06129583,-0.00551343,0.0537388
976,Walkforward1,1.971956,-0.2159873,0.126111,-0.3698366,0.1493064,0.1384363,0.07903596,0.02454727,1.431479,0.2109862,-0.1541547,0.1763288,-0.4049838,-0.0521116,0.06760955,-0.2929799,0.07052785,-0.007331371,0.05293787
977,Walkforward1,1.988933,-0.2203812,0.1296432,-0.3770367,0.1482929,0.1401794,0.07205522,0.02636115,1.431284,0.2119976,-0.219696,0.1766078,-0.3600061,-0.05067438,0.08715168,-0.349037,0.09069405,-0.00975728,0.05057156
978,Walkforward1,2.023002,-0.2281407,0.1365289,-0.3875755,0.1455771,0.1424518,0.06023548,0.02979874,1.431044,0.2133503,-0.3879748,0.3442861,-0.5269408,-0.1357913,0.1136214,-0.590987,0.1718792,-0.01198053,0.06763265
979,Walkforward1,2.039949,-0.2319041,0.1398898,-0.3908237,0.1444483,0.1429626,0.05483022,0.03126671,1.43107,0.2136195,-0.1881681,0.1680434,-0.1624107,-0.05643964,0.0255391,-0.2702633,0.07339856,0.001311302,0.01346171
980,Walkforward1,2.056911,-0.2359143,0.1432605,-0.3924037,0.1438954,0.1429842,0.04934867,0.03243395,1.431261,0.2135101,-0.2005123,0.1685344,-0.07899702,-0.02764314,0.001081824,-0.2740771,0.05836226,0.009530783,-0.005472451
981,Walkforward1,2.073921,-0.2404981,0.1473374,-0.3934829,0.1433138,0.1427848,0.04290473,0.03357555,1.431552,0.2132754,-0.2291866,0.2038479,-0.05396008,-0.02907962,-0.009971857,-0.3221972,0.05708002,0.01456141,-0.01173466
982,Walkforward1,2.090896,-0.2458916,0.1524257,-0.3938224,0.1426931,0.1422914,0.03518506,0.0346788,1.431969,0.2128734,-0.2696767,0.254415,-0.01697838,-0.03103614,-0.02467036,-0.3859837,0.05516242,0.02085567,-0.02009645
983,Walkforward1,2.107933,-0.2511268,0.1567862,-0.3925888,0.1425268,0.1418277,0.02816887,0.03573321,1.432415,0.2122602,-0.261759,0.2180241,0.06168187,-0.008315593,-0.02318472,-0.3508093,0.05272049,0.02228022,-0.03066361
984,Walkforward1,2.141962,-0.2614805,0.1635209,-0.3854517,0.1435882,0.1405846,0.01573042,0.03772236,1.433454,0.2104333,-0.5176887,0.3367364,0.356856,0.05306974,-0.062152,-0.6219228,0.09945761,0.05195737,-0.09134337
985,Walkforward1,2.158949,-0.2670099,0.1666279,-0.3801409,0.144613,0.1395515,0.009399856,0.03872387,1.434081,0.2093404,-0.2764702,0.1553483,0.2655402,0.05123988,-0.05165413,-0.3165281,0.05007517,0.03134608,-0.05464628
986,Walkforward1,2.175969,-0.2739899,0.1691645,-0.371507,0.1459687,0.137568,0.001693519,0.0397874,1.434911,0.207951,-0.3489986,0.1268312,0.4316956,0.06778687,-0.09917766,-0.3853168,0.05317666,0.04153252,-0.06946698
987,Walkforward1,2.192938,-0.2820193,0.1714045,-0.3601075,0.1475401,0.134824,-0.007168871,0.04089303,1.435869,0.206314,-0.4014671,0.1119964,0.5699709,0.0785701,-0.1371987,-0.4431195,0.05528145,0.04785657,-0.0818491
988,Walkforward1,2.209992,-0.2890875,0.1715464,-0.3478474,0.1478036,0.1313808,-0.01472142,0.04178944,1.436903,0.2046541,-0.3534108,0.007095188,0.6130055,0.01317412,-0.1721598,-0.3776274,0.04482064,0.05173683,-0.08299947
989,Walkforward1,2.227033,-0.2954788,0.1701727,-0.3349521,0.1471147,0.1275062,-0.02130329,0.04253318,1.437984,0.2029806,-0.3195658,-0.06868169,0.6447688,-0.03444329,-0.193733,-0.3290935,0.03718678,0.05400777,-0.08367226
990,Walkforward1,2.26097,-0.3068934,0.1676659,-0.3072089,0.1497419,0.1219056,-0.03403441,0.0437576,1.439967,0.1985898,-0.5707294,-0.1253419,1.387157,0.1313612,-0.2800301,-0.6365562,0.06122086,0.09917617,-0.2195381
991,Walkforward1,2.277967,-0.312502,0.1653966,-0.28834,0.1530909,0.119172,-0.04216391,0.04420067,1.441129,0.1954866,-0.2804294,-0.1134641,0.9434476,0.1674496,-0.1366772,-0.406475,0.02215393,0.05811453,-0.1551613
992,Walkforward1,2.294918,-0.3177952,0.1629863,-0.2670281,0.1570859,0.116367,-0.05125818,0.04455283,1.442306,0.1919921,-0.2646595,-0.1205146,1.065596,0.1997493,-0.140252,-0.4547136,0.01760796,0.05881786,-0.1747265
993,Walkforward1,2.311866,-0.3203821,0.1600162,-0.2475203,0.1593231,0.1140222,-0.0588854,0.04472598,1.443413,0.1886111,-0.1293451,-0.1485042,0.9753883,0.11186,-0.1172397,-0.3813608,0.008657202,0.05534887,-0.1690477
994,Walkforward1,2.328939,-0.3216441,0.1569825,-0.2285873,0.1607489,0.1118432,-0.06594224,0.04481079,1.444463,0.1852479,-0.06310344,-0.1516849,0.9466514,0.07128939,-0.1089483,-0.3528422,0.004240684,0.05254149,-0.1681611
995,Walkforward1,2.363015,-0.3233586,0.1489022,-0.1874511,0.1615324,0.1063222,-0.08127718,0.04501228,1.446476,0.1789986,-0.0857234,-0.4040174,2.05681,0.0391759,-0.2760526,-0.7667471,0.01007468,0.1006365,-0.3124647
996,Walkforward1,2.379962,-0.3221935,0.143254,-0.1603453,0.1617858,0.1027471,-0.0904189,0.04491121,1.447666,0.1749839,0.05825311,-0.2824105,1.355289,0.01266673,-0.1787506,-0.4570857,-0.005053729,0.05950332,-0.2007373
997,Walkforward1,2.396945,-0.3197609,0.1380116,-0.1310836,0.1617396,0.09901452,-0.1010372,0.04471686,1.448815,0.1708095,0.1216307,-0.2621166,1.463085,-0.00230968,-0.1866311,-0.5309153,-0.00971742,0.05742311,-0.2087183
998,Walkforward1,2.413922,-0.317172,0.1341025,-0.1074326,0.1617769,0.09620218,-0.1089882,0.04465724,1.449779,0.1670756,0.1294479,-0.1954578,1.182551,0.001867861,-0.140617,-0.3975511,-0.002981164,0.04820824,-0.1866952
999,Walkforward1,2.430927,-0.3142429,0.1309542,-0.08486824,0.1617055,0.09359032,-0.1163822,0.04460831,1.450637,0.1634397,0.1464516,-0.1574166,1.128217,-0.003573298,-0.130593,-0.3696963,-0.002446584,0.04292727,-0.1817964
1000,Walkforward1,2.447941,-0.3102015,0.1276686,-0.06300867,0.161623,0.09127393,-0.124351,0.04436541,1.451318,0.1604681,0.2020702,-0.1642771,1.092979,-0.004121661,-0.1158196,-0.3984407,-0.01214463,0.03403425,-0.1485795
1001,Walkforward1,2.481911,-0.2977,0.1213557,-0.01421712,0.1609543,0.08652317,-0.1429988,0.04356546,1.452372,0.1549357,0.6250769,-0.315648,2.439577,-0.03343821,-0.2375379,-0.932394,-0.03999788,0.05270243,-0.2766185
1002,Walkforward1,2.498931,-0.2886922,0.1188792,0.01408156,0.1602498,0.08402126,-0.1539614,0.04300484,1.452696,0.1522352,0.4503891,-0.1238212,1.414934,-0.0352256,-0.1250952,-0.5481281,-0.02803057,0.0161767,-0.1350276
1003,Walkforward1,2.515877,-0.2809437,0.1172439,0.03576168,0.1600395,0.0824779,-0.1628135,0.04253143,1.452872,0.1505671,0.3874257,-0.08176453,1.084006,-0.01051202,-0.07716827,-0.4426062,-0.02367087,0.008821487,-0.08340254
1004,Walkforward1,2.532826,-0.2730391,0.1162656,0.05628777,0.1597404,0.08107401,-0.1714692,0.04206295,1.452999,0.1490594,0.395228,-0.04891753,1.026304,-0.01495779,-0.07019415,-0.4327856,-0.02342407,0.006324053,-0.07538572
1005,Walkforward1,2.549775,-0.265123,0.1152801,0.07546137,0.159773,0.07997335,-0.1795544,0.04143928,1.452889,0.1482332,0.3958046,-0.04927516,0.9586798,0.001630187,-0.05503297,-0.4042588,-0.0311831,-0.005477667,-0.04131123
1006,Walkforward1,2.566736,-0.2570643,0.1150462,0.09465329,0.15972,0.07892069,-0.187652,0.04081122,1.452711,0.1474474,0.4029348,-0.01169518,0.959596,-0.002645701,-0.05263314,-0.4048772,-0.03140327,-0.008928776,-0.03929064
1007,Walkforward1,2.600839,-0.2363432,0.1169665,0.1414803,0.159844,0.07687995,-0.2094104,0.03897459,1.451739,0.1470612,1.036058,0.09601787,2.341352,0.006199628,-0.1020372,-1.087921,-0.0918312,-0.04858375,-0.01930892
1008,Walkforward1,2.617867,-0.228607,0.1180835,0.1569992,0.1601256,0.0766653,-0.2177313,0.03810179,1.451225,0.1475964,0.3868103,0.05584918,0.7759422,0.01407862,-0.01073219,-0.4160456,-0.0436401,-0.02567768,0.02676249
1009,Walkforward1,2.634815,-0.2213296,0.1197416,0.1721071,0.1603584,0.07655742,-0.2260423,0.03723885,1.450673,0.1481789,0.363867,0.08290149,0.7553965,0.01164079,-0.00539422,-0.4155494,-0.04314687,-0.02761483,0.02912208
1010,Walkforward1,2.651884,-0.2147757,0.120828,0.1838171,0.1606438,0.07698455,-0.2347307,0.03618216,1.45019,0.1491521,0.3276989,0.05432181,0.5854987,0.01427084,0.02135634,-0.4344195,-0.05283486,-0.02413988,0.048659
